skill_count,has_projects,has_internship,has_education,has_certifications,action_verb_count,quantified,experience_years,word_count_norm,shortlisted,job_role,salary_band,company_type
12,1,1,1,1,5,0,1.2,0.702,1,Full Stack Developer,8-12 LPA,Product-Based Company
14,1,1,1,1,2,0,1.7,0.361,1,Backend Developer,8-12 LPA,Product-Based Company
17,1,1,1,0,6,1,2.9,0.348,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,0,1,1,1,11,1,0.6,0.719,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
9,1,1,1,0,1,1,2.6,0.493,1,Backend Developer,12-20 LPA,Product-Based Company
3,1,0,1,1,4,1,2.0,0.645,1,Backend Developer,8-12 LPA,Service-Based Company
14,1,1,1,0,9,1,1.4,0.246,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
9,1,1,1,0,2,1,0.0,0.171,1,Backend Developer,8-12 LPA,Product-Based Company
10,1,0,1,1,3,1,2.0,0.212,1,Backend Developer,8-12 LPA,Service-Based Company
7,0,0,1,1,4,1,3.5,0.551,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
6,0,0,1,0,0,1,1.9,0.788,1,Data Analyst,5-8 LPA,Service-Based Company
1,0,1,0,1,0,0,2.1,0.107,0,Backend Developer,3-5 LPA,Government / PSU
16,1,1,1,1,5,1,3.3,0.469,1,Frontend Developer,12-20 LPA,Product-Based Company
13,1,0,1,0,1,0,3.5,0.511,1,Full Stack Developer,8-12 LPA,Service-Based Company
1,1,1,1,1,3,0,2.5,0.774,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,1,5,0,1.4,0.146,1,Frontend Developer,8-12 LPA,Service-Based Company
15,1,1,1,1,5,1,3.7,0.587,1,Frontend Developer,12-20 LPA,Product-Based Company
4,1,0,1,0,8,1,3.1,0.833,1,Data Analyst,8-12 LPA,Service-Based Company
10,1,1,1,1,7,1,1.9,0.653,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
8,1,0,1,1,1,1,2.9,0.264,1,Backend Developer,8-12 LPA,Service-Based Company
9,1,0,1,1,1,1,3.7,0.748,1,Frontend Developer,12-20 LPA,Service-Based Company
16,0,1,1,1,12,1,0.3,0.451,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
13,1,1,1,0,3,0,0.5,0.189,1,Full Stack Developer,8-12 LPA,Product-Based Company
3,1,1,1,1,9,0,3.4,0.489,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
18,0,1,1,1,12,1,3.2,0.632,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
8,0,0,1,0,4,1,2.0,0.566,0,Frontend Developer,5-8 LPA,Service-Based Company
11,1,1,1,1,11,1,2.5,0.32,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,1,1,1,1,2,1,0.8,0.85,1,Frontend Developer,8-12 LPA,Product-Based Company
2,1,1,1,1,4,1,2.6,0.263,1,Machine Learning Engineer,12-20 LPA,Mid-Size Tech / Startup
18,1,1,1,0,6,0,2.1,0.389,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
18,1,0,1,1,12,0,3.7,0.411,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
15,1,1,1,1,2,0,3.2,0.3,1,Frontend Developer,12-20 LPA,Product-Based Company
4,1,1,1,1,6,1,0.7,0.157,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
12,1,0,1,1,10,0,1.7,0.252,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
2,0,1,1,1,2,1,1.5,0.808,1,Data Analyst,5-8 LPA,Mid-Size Tech / Startup
15,1,1,1,1,5,0,0.5,0.224,1,Frontend Developer,8-12 LPA,Product-Based Company
8,0,1,1,0,11,0,2.4,0.493,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
14,1,0,1,1,12,1,1.6,0.817,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
18,1,1,1,1,8,1,3.2,0.227,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
7,1,1,1,1,2,0,1.8,0.421,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
7,1,0,1,1,1,1,2.0,0.472,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
18,0,1,1,0,0,1,2.1,0.4,1,Frontend Developer,12-20 LPA,Product-Based Company
16,1,1,1,0,8,1,2.8,0.778,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
2,1,0,1,1,2,1,0.9,0.467,1,Backend Developer,5-8 LPA,Service-Based Company
3,1,0,1,0,7,0,1.0,0.535,0,Data Analyst,5-8 LPA,Product-Based Company
3,1,0,1,1,11,0,2.6,0.623,1,Data Analyst,8-12 LPA,Service-Based Company
11,1,1,0,1,1,0,2.1,0.8,1,Frontend Developer,8-12 LPA,Product-Based Company
14,0,1,1,0,4,0,3.2,0.38,1,Full Stack Developer,8-12 LPA,Product-Based Company
13,1,1,1,1,4,1,3.2,0.197,1,Frontend Developer,12-20 LPA,Product-Based Company
12,1,1,1,1,0,0,3.8,0.498,1,Frontend Developer,12-20 LPA,Product-Based Company
18,1,1,1,1,4,0,2.1,0.259,1,Frontend Developer,12-20 LPA,Product-Based Company
5,0,1,1,1,10,1,2.8,0.355,1,Embedded Systems Engineer,12-20 LPA,Mid-Size Tech / Startup
6,1,1,1,0,6,1,2.9,0.334,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
3,1,1,1,0,1,0,1.0,0.195,1,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
18,1,1,0,1,10,1,2.9,0.591,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,1,1,1,1,6,0,0.8,0.863,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
18,1,0,1,1,8,1,0.2,0.559,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
6,1,1,1,0,1,0,0.5,0.461,0,Backend Developer,5-8 LPA,Product-Based Company
12,1,0,1,1,12,1,1.2,0.594,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
10,1,0,1,0,4,1,3.8,0.627,1,Backend Developer,12-20 LPA,Service-Based Company
16,0,0,1,0,1,0,3.6,0.29,1,Backend Developer,8-12 LPA,Service-Based Company
12,0,1,1,1,2,1,3.7,0.107,1,Full Stack Developer,12-20 LPA,Product-Based Company
16,1,0,1,0,12,0,4.0,0.772,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
15,0,1,1,0,11,0,0.8,0.141,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
11,1,0,1,1,10,1,0.5,0.6,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
18,1,1,1,1,12,1,2.0,0.859,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
4,1,1,1,0,0,1,0.9,0.794,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
14,1,1,1,0,7,0,1.7,0.732,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
8,1,0,1,1,10,1,0.8,0.823,1,Full Stack Developer,8-12 LPA,Service-Based Company
17,1,0,1,1,2,0,0.5,0.139,1,Full Stack Developer,8-12 LPA,Service-Based Company
14,0,0,1,0,8,0,2.5,0.336,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
8,1,1,1,1,4,0,1.5,0.459,1,Full Stack Developer,8-12 LPA,Mid-Size Tech / Startup
6,0,0,1,0,7,0,2.4,0.541,1,Data Analyst,5-8 LPA,Service-Based Company
9,1,1,1,0,0,1,3.1,0.233,1,Backend Developer,12-20 LPA,Product-Based Company
17,1,0,1,1,1,1,0.5,0.86,1,Frontend Developer,8-12 LPA,Service-Based Company
4,0,1,1,1,3,1,3.7,0.176,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
16,1,0,1,0,3,1,2.8,0.877,1,Frontend Developer,12-20 LPA,Service-Based Company
12,1,1,1,1,1,1,2.1,0.615,1,Backend Developer,12-20 LPA,Product-Based Company
5,1,1,1,1,3,1,1.6,0.801,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
6,1,1,1,0,9,0,0.7,0.263,1,Machine Learning Engineer,8-12 LPA,Mid-Size Tech / Startup
17,1,1,1,0,3,0,1.1,0.221,1,Full Stack Developer,8-12 LPA,Product-Based Company
8,0,0,0,0,4,1,1.1,0.152,0,Full Stack Developer,3-5 LPA,Service-Based Company
1,1,1,1,0,11,1,1.1,0.236,1,Cybersecurity Engineer,8-12 LPA,Mid-Size Tech / Startup
10,1,0,1,1,3,1,1.1,0.362,1,Frontend Developer,8-12 LPA,Service-Based Company
4,1,1,1,0,10,1,2.2,0.552,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
11,1,1,1,1,2,1,2.9,0.544,1,Full Stack Developer,12-20 LPA,Product-Based Company
16,0,0,1,0,7,1,0.7,0.388,0,Machine Learning Engineer,8-12 LPA,Service-Based Company
10,0,0,1,1,1,0,1.7,0.565,0,Full Stack Developer,5-8 LPA,Product-Based Company
1,1,1,0,1,12,1,3.7,0.235,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
3,1,1,1,1,0,1,0.4,0.853,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
7,0,1,1,1,4,0,0.6,0.157,1,DevOps / Cloud Engineer,5-8 LPA,Mid-Size Tech / Startup
18,1,1,1,1,1,1,0.4,0.525,1,Full Stack Developer,8-12 LPA,Product-Based Company
8,1,0,1,0,10,0,3.5,0.215,1,Backend Developer,8-12 LPA,Service-Based Company
6,1,0,1,0,1,1,0.5,0.186,0,DevOps / Cloud Engineer,5-8 LPA,Government / PSU
17,1,0,1,1,10,0,3.3,0.456,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
4,1,1,1,0,11,1,3.2,0.252,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
13,1,1,1,1,1,1,3.8,0.385,1,Full Stack Developer,12-20 LPA,Product-Based Company
3,1,0,1,0,7,1,2.8,0.523,1,Data Analyst,8-12 LPA,Service-Based Company
8,1,1,1,1,8,1,1.5,0.694,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
14,1,1,1,0,1,0,0.0,0.117,1,Full Stack Developer,8-12 LPA,Product-Based Company
4,0,0,1,1,2,0,0.6,0.664,0,Backend Developer,3-5 LPA,Product-Based Company
7,1,0,1,1,11,0,2.9,0.812,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
4,1,0,1,1,0,0,0.6,0.35,0,Full Stack Developer,5-8 LPA,Service-Based Company
14,0,0,1,1,11,1,1.9,0.839,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
1,1,0,1,0,12,0,0.6,0.505,0,Backend Developer,5-8 LPA,Government / PSU
18,1,0,1,0,3,1,0.6,0.194,1,Full Stack Developer,8-12 LPA,Service-Based Company
7,1,0,1,1,8,1,0.3,0.809,1,DevOps / Cloud Engineer,8-12 LPA,Service-Based Company
15,1,1,1,0,0,1,2.6,0.299,1,Backend Developer,12-20 LPA,Product-Based Company
11,0,0,1,0,9,0,3.6,0.292,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
18,1,1,1,0,9,1,2.3,0.595,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
10,0,1,1,0,3,0,1.6,0.464,1,Full Stack Developer,5-8 LPA,Product-Based Company
4,1,1,1,1,12,0,2.3,0.491,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
10,0,1,1,1,11,0,0.9,0.797,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
5,1,0,1,1,11,1,2.1,0.887,1,Backend Developer,8-12 LPA,Service-Based Company
10,1,1,1,1,12,1,1.0,0.725,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
3,1,1,1,0,0,0,3.5,0.66,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
16,0,0,1,0,4,1,1.4,0.172,1,Full Stack Developer,8-12 LPA,Service-Based Company
15,1,1,1,1,10,1,3.8,0.682,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
10,1,1,1,0,5,1,2.5,0.421,1,Backend Developer,12-20 LPA,Product-Based Company
3,1,1,1,1,10,0,3.9,0.158,1,Machine Learning Engineer,12-20 LPA,Mid-Size Tech / Startup
5,1,0,1,0,1,0,3.5,0.785,1,Data Analyst,5-8 LPA,Service-Based Company
12,1,1,1,1,1,0,0.4,0.506,1,Backend Developer,8-12 LPA,Product-Based Company
3,1,1,1,1,7,0,1.8,0.658,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
16,0,0,1,1,12,0,3.7,0.47,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
7,0,1,1,1,4,0,0.7,0.245,1,DevOps / Cloud Engineer,5-8 LPA,Mid-Size Tech / Startup
3,1,0,1,1,6,1,2.7,0.365,1,Cybersecurity Engineer,8-12 LPA,Service-Based Company
11,1,0,1,1,7,1,2.8,0.264,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
14,1,1,1,0,12,1,0.8,0.84,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
11,1,1,1,1,11,0,0.6,0.569,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
5,1,0,1,1,4,1,0.0,0.561,0,Backend Developer,5-8 LPA,Service-Based Company
2,1,1,1,1,2,1,0.9,0.314,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
1,1,1,1,0,1,1,2.6,0.566,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,1,5,0,2.4,0.655,1,Backend Developer,12-20 LPA,Service-Based Company
13,1,1,1,1,11,1,3.7,0.201,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
4,0,0,1,0,11,1,3.7,0.202,1,Embedded Systems Engineer,8-12 LPA,Service-Based Company
17,1,0,1,0,3,1,2.2,0.217,1,Full Stack Developer,12-20 LPA,Service-Based Company
12,1,1,1,1,11,1,1.6,0.483,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
8,1,0,1,0,12,1,2.7,0.104,1,Full Stack Developer,12-20 LPA,Service-Based Company
1,0,1,1,1,9,0,0.7,0.685,1,Backend Developer,5-8 LPA,Mid-Size Tech / Startup
8,1,1,1,0,0,1,2.3,0.231,1,Frontend Developer,12-20 LPA,Mid-Size Tech / Startup
6,1,0,1,0,11,1,2.0,0.746,1,Backend Developer,8-12 LPA,Service-Based Company
9,1,0,1,0,0,1,2.5,0.707,1,Frontend Developer,8-12 LPA,Service-Based Company
3,1,0,1,1,10,1,1.4,0.345,1,Data Analyst,8-12 LPA,Service-Based Company
10,0,1,1,1,6,1,2.6,0.381,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
1,1,1,1,1,9,0,0.6,0.368,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
3,0,1,1,0,1,1,0.1,0.175,1,Data Analyst,5-8 LPA,Mid-Size Tech / Startup
14,1,0,1,1,2,0,3.6,0.775,1,Frontend Developer,12-20 LPA,Service-Based Company
2,0,0,1,1,9,1,0.6,0.859,0,Data Analyst,5-8 LPA,Service-Based Company
17,1,0,1,0,3,0,0.6,0.185,1,Frontend Developer,8-12 LPA,Service-Based Company
5,1,1,1,0,8,1,1.9,0.607,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
9,0,1,1,0,6,0,3.2,0.701,1,Backend Developer,8-12 LPA,Product-Based Company
6,1,1,1,1,6,1,1.1,0.426,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
14,0,1,1,1,7,0,0.1,0.623,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
9,1,0,1,1,8,0,0.1,0.284,1,Full Stack Developer,8-12 LPA,Service-Based Company
12,1,0,1,0,5,0,1.3,0.111,1,Frontend Developer,8-12 LPA,Service-Based Company
11,1,1,1,0,1,0,2.4,0.639,1,Frontend Developer,8-12 LPA,Product-Based Company
3,1,1,1,0,5,0,0.2,0.605,0,Backend Developer,5-8 LPA,Service-Based Company
9,1,0,1,0,6,0,0.1,0.118,1,Full Stack Developer,5-8 LPA,Service-Based Company
15,1,1,1,1,8,0,2.6,0.171,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
16,0,1,1,0,12,0,0.3,0.893,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
13,1,1,1,1,1,1,3.8,0.205,1,Full Stack Developer,12-20 LPA,Product-Based Company
8,0,0,1,0,11,1,0.9,0.19,0,Backend Developer,5-8 LPA,Service-Based Company
2,1,1,1,1,1,0,2.8,0.488,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
6,1,1,1,0,2,1,3.6,0.523,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
16,1,1,1,1,3,0,3.1,0.828,1,Full Stack Developer,12-20 LPA,Product-Based Company
12,1,1,1,1,3,1,0.3,0.606,1,Full Stack Developer,8-12 LPA,Product-Based Company
15,1,0,1,0,9,1,2.1,0.42,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
10,1,1,1,0,2,0,1.5,0.563,1,Backend Developer,8-12 LPA,Product-Based Company
7,0,1,1,1,9,1,0.6,0.209,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
4,1,1,1,0,10,1,1.4,0.221,1,Cybersecurity Engineer,8-12 LPA,Mid-Size Tech / Startup
7,0,1,1,0,4,0,0.2,0.491,0,Backend Developer,5-8 LPA,Product-Based Company
10,0,0,1,1,8,1,2.7,0.761,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
4,0,0,1,0,1,0,3.5,0.816,0,Backend Developer,3-5 LPA,Government / PSU
13,0,1,1,0,3,0,0.8,0.752,1,Frontend Developer,8-12 LPA,Product-Based Company
1,0,1,1,1,4,1,2.8,0.274,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
3,0,0,1,1,10,1,1.3,0.281,0,DevOps / Cloud Engineer,5-8 LPA,Service-Based Company
12,1,1,1,0,1,0,0.1,0.796,1,Backend Developer,8-12 LPA,Product-Based Company
8,1,0,1,0,4,1,1.3,0.602,1,Backend Developer,8-12 LPA,Service-Based Company
16,1,1,1,0,5,1,3.1,0.71,1,Backend Developer,12-20 LPA,Product-Based Company
4,1,1,1,0,6,1,2.6,0.245,1,Cybersecurity Engineer,12-20 LPA,Mid-Size Tech / Startup
12,1,0,1,0,1,1,3.5,0.795,1,Frontend Developer,12-20 LPA,Service-Based Company
15,1,1,1,1,5,1,1.6,0.527,1,Full Stack Developer,8-12 LPA,Product-Based Company
2,1,1,1,0,12,1,3.9,0.455,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
4,1,1,1,1,2,1,1.2,0.671,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
3,1,0,0,0,9,0,2.0,0.105,1,Cybersecurity Engineer,5-8 LPA,Service-Based Company
12,1,0,1,0,4,1,2.0,0.887,1,Frontend Developer,8-12 LPA,Service-Based Company
9,0,1,1,1,4,0,1.9,0.463,1,Full Stack Developer,8-12 LPA,Product-Based Company
13,1,1,1,0,4,1,0.7,0.546,1,Frontend Developer,8-12 LPA,Product-Based Company
5,1,0,1,1,4,0,1.2,0.743,1,Backend Developer,5-8 LPA,Service-Based Company
18,0,1,1,0,8,1,1.3,0.801,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
14,1,1,1,1,0,1,1.7,0.873,1,Full Stack Developer,8-12 LPA,Product-Based Company
10,1,1,1,1,9,1,0.2,0.502,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
15,1,1,1,0,0,0,3.9,0.209,1,Backend Developer,12-20 LPA,Product-Based Company
4,1,1,1,1,1,1,2.7,0.857,1,Data Analyst,12-20 LPA,Mid-Size Tech / Startup
18,1,1,1,1,2,0,1.2,0.106,1,Backend Developer,8-12 LPA,Product-Based Company
7,0,0,1,0,1,0,0.4,0.125,0,Machine Learning Engineer,3-5 LPA,Service-Based Company
10,1,1,1,1,8,0,2.5,0.549,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
4,1,1,1,1,10,0,2.0,0.816,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
10,1,1,1,1,6,0,3.2,0.575,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
14,1,0,1,0,6,0,1.2,0.76,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
15,0,1,1,1,11,1,0.0,0.262,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
12,1,1,1,1,8,0,0.3,0.771,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
11,1,1,1,1,10,0,1.6,0.76,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
16,1,1,1,1,8,1,2.1,0.232,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
12,1,1,1,0,11,0,0.4,0.208,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
16,1,1,1,1,12,1,3.2,0.207,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
13,1,1,1,1,1,0,3.0,0.552,1,Backend Developer,12-20 LPA,Product-Based Company
1,1,0,1,0,10,1,0.8,0.358,1,Data Analyst,5-8 LPA,Service-Based Company
7,1,1,1,1,1,1,2.5,0.784,1,DevOps / Cloud Engineer,12-20 LPA,Mid-Size Tech / Startup
4,1,1,1,0,6,1,3.5,0.448,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
7,1,1,1,0,9,1,3.4,0.168,1,Embedded Systems Engineer,12-20 LPA,Mid-Size Tech / Startup
14,1,1,1,0,8,0,0.5,0.336,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
1,1,1,1,0,11,0,3.5,0.261,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
3,1,0,1,1,4,0,0.2,0.814,0,Backend Developer,5-8 LPA,Service-Based Company
2,1,0,1,1,2,0,3.3,0.437,1,Data Analyst,5-8 LPA,Service-Based Company
8,1,1,1,1,12,1,1.4,0.172,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
3,1,1,1,1,1,0,2.0,0.765,1,Backend Developer,8-12 LPA,Mid-Size Tech / Startup
14,1,1,1,0,0,0,3.1,0.3,1,Frontend Developer,12-20 LPA,Product-Based Company
1,1,0,1,1,6,1,2.2,0.218,1,Embedded Systems Engineer,8-12 LPA,Service-Based Company
4,1,1,1,0,6,1,1.0,0.194,1,Machine Learning Engineer,8-12 LPA,Mid-Size Tech / Startup
1,1,0,1,0,7,0,0.2,0.458,0,Data Analyst,3-5 LPA,Mid-Size Tech / Startup
5,1,1,1,0,4,1,0.8,0.822,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
15,1,1,1,0,10,0,3.6,0.426,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
18,1,0,1,1,9,1,0.3,0.24,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
10,1,0,1,1,2,0,0.9,0.55,1,Frontend Developer,8-12 LPA,Service-Based Company
15,1,0,1,0,9,0,3.3,0.186,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
13,1,1,1,0,3,0,2.6,0.645,1,Full Stack Developer,12-20 LPA,Product-Based Company
10,0,1,1,1,12,1,3.7,0.368,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
1,1,1,1,0,11,1,3.0,0.211,1,Cybersecurity Engineer,12-20 LPA,Mid-Size Tech / Startup
10,1,1,1,1,9,1,1.0,0.49,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
8,0,0,1,1,1,1,3.1,0.402,1,Backend Developer,8-12 LPA,Service-Based Company
13,0,0,1,0,10,1,2.4,0.227,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
9,1,1,0,0,0,1,1.9,0.669,1,Full Stack Developer,8-12 LPA,Product-Based Company
14,0,1,1,1,5,1,1.8,0.364,1,Backend Developer,8-12 LPA,Product-Based Company
5,1,0,1,1,3,0,0.2,0.8,1,Backend Developer,5-8 LPA,Service-Based Company
11,0,1,1,1,4,1,0.1,0.461,1,Full Stack Developer,8-12 LPA,Product-Based Company
12,0,1,1,0,3,0,1.5,0.797,1,Backend Developer,8-12 LPA,Product-Based Company
3,1,1,1,0,12,0,3.9,0.767,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
1,0,0,1,1,0,0,0.8,0.42,0,Backend Developer,3-5 LPA,Product-Based Company
13,1,0,1,0,10,0,0.3,0.329,1,Machine Learning Engineer,8-12 LPA,Service-Based Company
18,1,1,1,1,12,0,1.9,0.637,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
17,1,0,1,0,3,0,3.2,0.47,1,Full Stack Developer,12-20 LPA,Service-Based Company
8,1,1,1,0,8,1,3.7,0.769,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
8,1,1,1,1,2,1,1.0,0.517,1,Frontend Developer,8-12 LPA,Mid-Size Tech / Startup
9,1,0,1,0,8,1,2.3,0.747,1,Full Stack Developer,8-12 LPA,Service-Based Company
6,1,0,1,0,8,1,1.9,0.203,1,Cybersecurity Engineer,8-12 LPA,Service-Based Company
1,1,1,1,1,6,1,1.4,0.511,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
10,0,1,1,1,9,0,2.9,0.175,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
15,1,1,1,0,12,1,0.5,0.287,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
17,0,1,1,0,10,1,1.3,0.28,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
4,1,1,0,1,8,1,3.4,0.536,1,Backend Developer,12-20 LPA,Mid-Size Tech / Startup
11,1,1,1,0,11,1,2.9,0.54,1,Machine Learning Engineer,12-20 LPA,Product-Based Company
11,0,0,1,0,7,0,0.7,0.365,0,Machine Learning Engineer,5-8 LPA,Service-Based Company
8,1,0,1,1,12,0,2.4,0.14,1,Full Stack Developer,8-12 LPA,Service-Based Company
1,1,1,1,0,9,1,1.8,0.229,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
10,1,1,1,0,6,1,0.3,0.24,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
4,1,1,1,0,1,0,2.0,0.382,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
17,1,0,1,1,0,1,3.7,0.633,1,Frontend Developer,12-20 LPA,Service-Based Company
2,1,1,1,1,3,1,1.1,0.255,1,Embedded Systems Engineer,8-12 LPA,Mid-Size Tech / Startup
6,1,0,1,1,8,1,3.0,0.103,1,DevOps / Cloud Engineer,12-20 LPA,Service-Based Company
7,1,0,1,1,10,1,2.6,0.595,1,DevOps / Cloud Engineer,12-20 LPA,Service-Based Company
17,1,0,1,0,4,1,2.0,0.745,1,Backend Developer,12-20 LPA,Service-Based Company
10,0,0,1,1,4,1,1.8,0.353,1,Frontend Developer,8-12 LPA,Service-Based Company
14,0,1,1,0,11,0,0.5,0.595,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
14,1,0,1,0,12,1,2.2,0.43,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
9,1,1,1,0,4,1,1.1,0.845,1,Full Stack Developer,8-12 LPA,Product-Based Company
10,1,0,1,1,12,1,3.8,0.728,1,Machine Learning Engineer,12-20 LPA,Service-Based Company
11,0,1,1,0,6,0,2.8,0.461,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
2,1,1,1,0,8,0,2.9,0.397,1,DevOps / Cloud Engineer,8-12 LPA,Mid-Size Tech / Startup
12,1,0,1,1,0,1,3.0,0.639,1,Backend Developer,12-20 LPA,Service-Based Company
2,0,0,1,1,3,0,3.0,0.486,0,Backend Developer,5-8 LPA,Product-Based Company
9,1,0,1,1,11,1,0.1,0.654,1,Frontend Developer,8-12 LPA,Service-Based Company
13,0,1,1,0,8,1,1.2,0.569,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
7,0,1,1,0,6,0,3.9,0.674,1,Data Analyst,8-12 LPA,Mid-Size Tech / Startup
13,0,1,1,0,8,1,1.8,0.691,1,Machine Learning Engineer,8-12 LPA,Product-Based Company
